Rating (1-5) and the number of ratings for each wine product
Year: 2022
,
 ProductID,Rating,NumberOfRatings
,p010297,3.7,306
,p012951,3.7,58
,p008468,3.8,290
,p003837,3.6,34
,p012658,3.5,135
,p005181,3.0,43
,p005967,4.3,63
,p009052,3.9,54
,p000422,3.8,162
,p005534,3.5,429
,p000292,4.3,56
,p005379,3.9,123
,p012859,4.1,58
,p001516,4.3,167
,p004393,4.1,56
,p007410,4.3,109
,p009684,3.3,690
,p009999,3.7,229
,p012823,4.4,46
,p009972,3.4,238
,p004879,3.7,411
,p005416,4.0,33
,p010201,3.5,199
,p013129,4.0,65
,p013147,3.7,27
,p006321,3.5,150
,p000405,4.4,41
,p012996,3.6,42
,p011166,4.1,154
,p012044,3.5,130
,p000210,4.1,41
,p009666,3.9, 3098
,p013785,3.9,58
,p002070,3.4,45
,p004373,3.5,191
,p000376,3.8,63
,p009148,4.1,124
,p012285,3.8,188
,p013715,3.8,32
,p003296,3.6,575
,p008691,3.7,105
,p010280,3.2,86
,p001376,3.7,53
,p008449,3.5,59
,p013178,3.9,84
,p007053,3.9,118
,p009944,3.8, 1479
,p002629,3.9,61
,p005301,3.9,68
,p009849,4.0,580
,p008880,3.4,72
,p010844,4.1,271
,p012726,3.7,75
,p006692,3.8,85
,p005944,3.8,71
,p012468,3.3, 1004
,p009601,3.8,62
,p009704,3.8,41
,p010775,3.8,442
,p004714,3.6,54
,p007092,4.4,87
,p013787,4.1,312
,p009463,4.1,741
,p010769,3.4,73
,p000736,4.2,198
,p013042,3.9,34
,p005609,3.9,62
,p012840,3.8,216
,p010904,4.3,95
,p001954,4.1,60
,p002938,3.6,78
,p006751,4.2,522
,p007828,3.9,108
,p011812,3.7,178
,p007135,4.1,66
,p012920,4.3,836
,p007453,3.9,134
,p011368,3.8,163
,p011642,3.7,30
,p005216,3.9, 1993
,p000412,3.6, 1565
,p007580,4.0,56
,p008790,3.9,58
,p009682,3.5,145
,p002868,3.6,207
,p002462,4.1,39
,p013240,3.7,198
,p005086,3.9,142
,p008974,3.6,26
,p001319,4.1,51
,p012410,4.2,35
,p007922,3.8,470
,p005694,4.1,79
,p006983,4.0,29
,p004361,4.0,299
,p006768,4.2,36
,p005155,3.6,298
,p002222,3.8, 1231
,p010934,4.0,93
,p013130,3.6,52
,p006298,3.8,93
,p005068,4.0, 5975
,p010301,4.1,276
,p013383,3.6,73
,p012513,4.0,113
,p012580,4.1,25
,p004600,4.1,71
,p006125,3.9,109
,p006520,3.6, 1070
,p000179,3.8,442
,p002668,4.3,244
,p003612,3.6,31
,p004097,3.9,30
,p011231,3.6,145
,p004111,3.8,120
,p006327,3.5, 3792
,p010690,3.5,229
,p009215,4.2,224
,p000810,3.9,134
,p012999,3.6,177
,p011635,3.6,126
,p010130,4.3,273
,p008158,4.1,54
,p007581,3.7,206
,p000080,3.8,124
,p000996,3.6,39
,p005881,4.1,384
,p000889,3.7,43
,p011887,4.1,88
,p004227,4.2,292
,p009038,3.8,92
,p001836,3.9,26
,p006770,4.1, 1771
,p007080,3.3,38
,p010227,3.8,123
,p001045,4.1,71
,p004887,4.1,400
,p004170,4.3,31
,p000789,3.7,333
,p010529,3.9,69
,p012113,4.1,32
,p011981,4.1,77
,p007815,4.2,43
,p008932,3.9,40
,p000440,4.1,510
,p004105,3.8,37
,p000090,3.6,283
,p008174,3.6,239
,p005817,3.6,291
,p004837,3.3,57
,p011436,3.4,110
,p004758,3.3,54
,p002330,3.6,56
,p003254,3.5,103
,p001031,3.5,66
,p011051,3.4,54
,p012108,4.8,30
,p013138,4.0,38
,p003016,3.5,137
,p003885,3.5,792
,p004385,3.7,85
,p010733,3.7,79
,p010107,3.4, 2015
,p004966,4.0,409
,p007545,3.7,518
,p013181,3.9,236
,p004305,3.9,776
,p013809,4.3,94
,p003589,3.5,49
,p011446,4.3, 2604
,p002644,4.3,30
,p007278,4.0, 4381
,p007094,3.7,54
,p010647,3.6,239
,p011057,4.1,131
,p009090,2.9,78
,p001562,4.0,280
,p000242,4.0,54
,p002231,4.0,61
,p013490,4.0,70
,p012761,3.4,45
,p011267,3.8,27
,p006877,3.9, 1350
,p006956,4.1,75
,p009524,3.7, 2883
,p009771,3.9,68
,p008372,4.6,131
,p013603,3.7,92
,p010577,3.8,44
,p000300,4.6,107
,p011828,3.5,87
,p005572,3.7,90
,p005744,3.2,38
,p003667,3.9,140
,p007878,3.8,343
,p008927,4.0,439
,p001320,4.1,52
,p006158,4.0,76
,p004247,4.2,899
,p005332,4.0,90
,p012517,3.3,221
,p009320,3.8,32
,p012769,3.7,277
,p005469,3.0,62
,p010214,4.1,53
,p001499,4.3,473
,p005682,4.0, 1900
,p000425,4.0,419
,p000229,4.1,27
,p007306,4.2,549
,p009971,4.1,467
,p012030,4.2,42
,p011745,4.2,55
,p012215,4.0,53
,p008186,4.2,49
,p002394,3.7,61
,p011810,4.2,347
,p007827,3.8,164
,p006534,3.7,284
,p006194,4.0,160
,p003883,3.2,85
,p013305,4.2,123
,p010783,3.9,228
,p006870,4.0,95
,p004367,3.5,345
,p004851,3.4,25
,p003922,3.6,389
,p002818,3.8,228
,p006171,4.1,305
,p006004,3.4,103
,p002201,3.4, 1194
,p009277,4.2, 1801
,p002339,3.9,64
,p012578,3.9,334
,p011324,4.2,269
,p006788,3.7,31
,p003159,3.8,196
,p011453,3.9,53
,p009313,4.2,47
,p000984,4.2,279
,p004137,3.9,326
,p005872,4.3,54
,p001176,4.2,37
,p007579,4.5,64
,p008109,4.1,619
,p010888,3.8,811
,p004378,3.6,356
,p005058,3.5,68
,p008659,3.6,36
,p008803,4.0,88
,p009219,3.9,577
,p005439,3.4,37
,p012475,3.9,34
,p005997,3.6,83
,p000797,3.9,159
,p012492,4.0,45
,p013449,3.8,86
,p007364,3.9,44
,p011246,4.0,44
,p005126,3.7,257
,p000150,3.9,576
,p010285,3.7, 6481
,p010265,3.7,52
,p006912,3.8,25
,p001576,3.3, 5677
,p013386,3.7,42
,p008275,4.1,113
,p004258,3.4,238
,p002909,3.7,25
,p006179,4.2,185
,p003591,4.3,14193
,p011388,3.5,30
,p006058,3.6,71
,p008096,4.1,369
,p002076,3.6,436
,p003490,3.7,628
,p000761,4.0,361
,p005291,3.8,150
,p001846,4.3,266
,p007389,4.2,317
,p013183,3.7,113
,p006432,3.8,317
,p000585,3.9,394
,p002096,3.4,559
,p004267,3.7,28
,p010760,4.1,975
,p010565,4.2,114
,p011100,3.6,235
,p004112,3.4,110
,p011759,3.9,102
,p001383,3.8,70
,p009130,3.4,91
,p006452,3.9, 1077
,p000429,3.8,201
,p002565,3.4,285
,p004745,4.0,700
,p003675,3.6,71
,p001203,3.4,85
,p004269,3.7,29
,p002300,3.7,175
,p011704,3.6,894
,p008750,3.7,110
,p007725,3.4,65
,p006569,4.1,38
,p012943,4.2, 1065
,p008821,3.9,683
,p007975,4.0,55
,p000613,3.6,765
,p007012,3.7,110
,p003426,3.9,32
,p002616,3.7,65
,p006404,4.2, 1574
,p002012,3.8,219
,p008344,4.2,651
,p009864,3.1,47
,p004231,4.1,49
,p009326,3.9,580
,p009768,3.8,83
,p004381,3.7,91
,p006254,4.5,271
,p006239,3.9,66
,p011645,3.6,153
,p013615,3.3,173
,p012089,4.1,32
,p007457,4.2,849
,p009739,3.3,65
,p006826,4.1,28
,p012883,4.2,233
,p013356,4.1,514
,p005186,3.7,114
,p007989,3.8, 1508
,p002001,3.7,70
,p012276,3.9,270
,p005443,4.2,48
,p011288,3.7,559
,p001222,3.5,77
,p010203,3.7,320
,p013385,3.4,68
,p005012,4.0,176
,p003277,4.1,93
,p006653,4.0,65
,p006570,4.1,60
,p000341,3.9,363
,p011589,3.7,205
,p007633,3.9, 1676
,p010779,4.2,60
,p009787,3.9,288
,p012214,4.0,37
,p003230,3.5,882
,p012356,3.9, 3976
,p012797,3.8,96
,p011082,3.6,196
,p002055,4.1,229
,p008135,3.6,114
,p009903,3.5,75
,p004411,3.6,29
,p005266,3.6,25
,p009092,3.8,73
,p009861,3.7,48
,p006880,3.6,27
,p007539,4.1,73
,p010489,3.7,85
,p007574,3.1,33
,p006095,3.8,190
,p003322,4.3,136
,p004107,4.0,73
,p004475,3.4,165
,p007226,3.9,36
,p009919,3.7,69
,p009328,3.8,147
,p006106,3.9,106
,p012473,3.6,661
,p006865,4.1,450
,p012111,4.6, 2729
,p002120,3.5,37
,p009393,4.0,263
,p005619,3.8,53
,p006836,3.4,209
,p003279,3.7,289
,p013424,4.2,286
,p006536,3.9,55
,p006682,4.2,224
,p011689,4.6, 5997
,p003040,4.0,54
,p005968,3.6,606
,p001948,3.8,265
,p006792,3.9,716
,p006764,3.9,114
,p004863,3.4,64
,p012031,3.9,26
,p003583,3.4,236
,p001488,3.4,31
,p000867,3.9,179
,p012096,3.8,45
,p009299,3.8, 1027
,p000936,4.0, 1306
,p006953,4.3,222
,p007103,3.9,36
,p012321,3.6,30
,p012702,3.8,826
,p009660,4.0,56
,p012423,3.7,195
,p000849,3.9,39
,p009484,4.1,36
,p011455,3.5,95
,p007838,3.7,202
,p012933,4.5,739
,p000367,3.5,762
,p011405,3.9,39
,p012244,3.7,172
,p013696,4.3,38
,p001091,3.8,160
,p002685,3.7,12610
,p000395,3.7,226
,p012261,4.5,246
,p001315,3.5,313
,p000750,3.9,140
,p002360,4.4,75
,p009976,3.7,122
,p013063,4.3,25
,p005729,3.3,95
,p006406,3.8,255
,p004541,4.1,308
,p005519,3.9, 7950
,p008375,3.7,53
,p003290,4.3,210
,p004528,3.7,649
,p010953,3.5,51
,p011590,4.0,356
,p011346,4.4,466
,p010360,3.6,335
,p005963,4.0,505
,p001476,4.3,562
,p010497,3.7,184
,p010478,3.9,208
,p002311,3.9,74
,p012330,4.0,358
,p011797,4.4,479
,p008599,3.8,527
,p013586,3.4,262
,p003887,3.4,156
,p006069,4.1,35
,p007485,3.6,45
,p010602,3.8, 1624
,p006890,3.9,84
,p009322,3.9,58
,p011803,3.8,826
,p009369,4.0,45
,p002296,3.5,85
,p004338,3.6,667
,p004392,3.8,32
,p005191,4.0,49
,p000601,4.0,215
,p001027,3.4,90
,p002588,3.9, 1228
,p011153,3.6,57
,p009069,4.1,44
,p012295,3.7,294
,p006049,4.3,63
,p001760,4.2,171
,p008296,3.9,84
,p009074,3.6,160
,p011788,4.6,39
,p000724,3.8,859
,p011183,4.3,58
,p000522,3.4,37
,p010346,3.7,404
,p012185,3.5,43
,p000058,3.7,276
,p005063,3.6,36
,p012916,3.8,152
,p005804,3.6,525
,p001806,3.7,200
,p006466,3.4, 5267
,p003453,4.0,119
,p003810,3.7,598
,p012083,3.7,56
,p008897,3.8,40
,p011107,3.6,364
,p012828,3.8,224
,p005703,3.9,176
,p012855,4.2, 3814
,p010357,3.1,26
,p007225,3.6,44
,p000502,3.7,32
,p008995,3.8,254
,p009860,3.9,333
,p010232,3.9,186
,p001918,4.4, 1483
,p002526,3.7,248
,p000456,3.6,39
,p012027,3.5,332
,p003931,3.7,134
,p000751,4.0,101
,p006965,3.5,126
,p007483,3.9,347
,p008063,3.4,549
,p008044,4.1,51
,p006020,3.8,54
,p011639,3.3,35
,p001085,3.7,36
,p010228,3.4,74
,p003522,3.9,161
,p011537,4.1,64
,p010744,3.7,29
,p006935,3.2,56
,p011883,4.4,39
,p006543,3.4,30
,p000331,3.8,52
,p006610,4.0,277
,p005358,4.4, 1171
,p002866,3.6,82
,p000066,4.0,100
,p012084,3.9, 1080
,p011221,3.7,479
,p004584,3.4,167
,p004000,3.5,452
,p002686,4.0,655
,p002804,3.5,85
,p007266,3.8, 1089
,p012834,3.8,457
,p003573,3.4,290
,p004139,3.8, 2066
,p005124,3.5,110
,p009547,3.8,99
,p011895,4.2,236
,p007681,3.8,601
,p010914,4.1,34
,p013088,4.3,143
,p007473,4.6, 1965
,p004643,4.2, 1047
,p007479,3.5,465
,p006274,3.5,65
,p009586,3.9,162
,p006980,3.7,489
,p004710,4.0,210
,p007388,4.0,120
,p013499,3.9,99
,p010429,4.1, 1137
,p011104,3.9,27
,p012846,3.7,44
,p004050,3.9, 1050
,p000605,4.2,73
,p006244,4.2,188
,p003503,3.9,62
,p012378,3.6,246
,p010400,3.6,266
,p005606,3.7,524
,p010480,3.8,36
,p006445,3.8,255
,p000449,3.9,117
,p012279,4.1,27
,p005402,3.9,30
,p002986,3.9,63
,p005050,3.8,164
,p012680,3.4,30
,p003602,3.5,65
,p002288,4.0, 1835
,p005897,3.8,228
,p009818,4.0, 1568
,p001697,3.7,33
,p010112,4.2,138
,p006163,3.6,512
,p003334,4.6,93
,p002438,3.8,279
,p009968,3.9,81
,p005043,4.1,454
,p013171,3.7,60
,p011863,3.8,85
,p009779,3.7,735
,p008183,4.0,95
,p007351,4.6, 1853
,p009914,3.8,158
,p010038,4.4,712
,p004775,3.9, 1063
,p008677,3.3,53
,p004618,3.9,393
,p005232,3.9, 6255
,p000648,4.0,66
,p007826,3.6,768
,p002347,3.9,31
,p001593,3.9,26
,p011500,3.9, 1895
,p001793,3.9,37
,p001975,3.6,78
,p012569,4.0,29
,p004044,4.0,399
,p006185,4.0,127
,p009897,3.7,89
,p002230,3.8,757
,p009518,3.3,29
,p001252,4.2,394
,p006152,3.6,31
,p007847,3.7,50
,p011128,3.7,108
,p010378,4.1,70
,p007526,4.2,142
,p002697,3.7,778
,p005360,3.7,47
,p011818,3.7,198
,p005398,3.7,391
,p011690,3.7,34
,p005810,4.2,272
,p005458,3.6,29
,p006807,4.0,282
,p003094,3.3,42
,p001426,4.2,113
,p012707,3.8,225
,p007721,4.1,41
,p008340,4.2,78
,p003521,3.6,48
,p005406,4.5,31
,p005293,3.9,135
,p000312,3.7,366
,p008755,4.0,848
,p011201,3.8,424
,p010600,4.0,136
,p002556,3.6,124
,p001322,3.6,805
,p006246,3.6,130
,p010794,3.4,193
,p008282,4.1,29
,p003232,3.7,374
,p010937,3.9,89
,p009414,4.2,92
,p001336,4.2,26
,p003916,3.9, 4064
,p001958,3.6,741
,p012018,3.6,124
,p011158,4.0,29
,p002678,4.1,30
,p004719,3.9,227
,p001342,3.9, 2300
,p001257,4.0,50
,p005742,4.0,556
,p011416,3.5, 1057
,p005851,4.0,30
,p004516,3.8,33
,p012477,3.6,84
,p000379,4.2,128
,p007235,4.0,177
,p009766,4.4,111
,p006472,3.8, 1215
,p003696,3.9, 1186
,p000675,4.0,107
,p000989,3.7,345
,p006469,4.2,293
,p009625,3.8,88
,p005029,4.0,147
,p001797,4.1,382
,p005725,3.3,329
,p010710,3.7,32
,p006871,4.0,64
,p003383,3.5,410
,p005653,3.8,133
,p012796,4.6,16160
,p001145,4.3,518
,p001565,3.5,311
,p013428,4.2,31
,p009539,3.7, 1944
,p000547,3.6,122
,p004241,4.0,277
,p007215,3.5,102
,p010745,3.7,99
,p005448,3.8,224
,p010231,3.7,173
,p003371,4.4,356
,p001329,3.7,373
,p003965,4.1,54
,p004156,3.9,26
,p003499,3.8,383
,p009021,3.5, 8371
,p013701,3.9,815
,p007819,3.9,292
,p012997,3.8,60
,p008785,4.1,77
,p005209,3.9,146
,p009905,4.6,582
,p009689,3.3,160
,p004985,3.9,41
,p000282,4.1,631
,p004868,3.7,104
,p006498,3.4,386
,p001366,4.0,33
,p005618,3.9,45
,p006733,3.9,280
,p002659,3.3,526
,p000408,3.2,29
,p001773,4.4,657
,p012180,3.4,273
,p008004,4.2,154
,p005522,3.5,105
,p013163,3.8,37
,p007771,3.7, 2992
,p003482,3.8,84
,p006088,3.7,60
,p007083,4.0,68
,p006879,4.6,217
,p002417,3.8,31
,p011170,3.6,207
,p004356,3.2,33
,p004577,3.8,449
,p005806,4.1,195
,p009300,3.9,52
,p001762,3.9,88
,p010443,4.2,30
,p011952,3.3,178
,p001295,3.6, 1424
,p005300,3.8, 1783
,p012360,4.1,75
,p012699,3.7,175
,p002968,3.9,88
,p007594,3.5,84
,p001518,4.0,47
,p006102,3.4,669
,p002788,3.4,695
,p005635,3.7,108
,p013109,4.3,82
,p013194,3.9,42
,p002455,3.7, 1521
,p002466,3.7,104
,p001815,4.0,235
,p002719,3.7,25
,p013730,4.1,122
,p008976,3.9,68
,p012457,4.0,104
,p004503,4.0,91
,p005363,3.4,243
,p008346,4.0,67
,p005013,4.1,317
,p007811,3.9,624
,p007651,3.8,65
,p002560,4.0,419
,p005720,4.3, 1012
,p012227,4.2,937
,p007689,3.7,307
,p010906,4.0,95
,p013117,3.8,97
,p004340,4.0,39
,p007015,3.7,152
,p002436,3.8,25
,p001062,3.8,556
,p012190,3.8,221
,p006842,4.1, 4787
,p003162,4.4,108
,p001964,4.1,61
,p010457,3.7,68
,p011625,3.7,27
,p005506,3.5,525
,p010628,4.1,31
,p000976,3.3,282
,p003321,3.8,40
,p005702,3.4,103
,p007863,3.4,95
,p004347,4.0,183
,p008451,4.0,84
,p000200,4.1, 2542
,p008462,4.1,60
,p003753,3.6, 2479
,p007014,3.5,39
,p002661,4.0,85
,p013710,3.6,293
,p006047,3.8,370
,p010502,3.6,130
,p012099,3.7,165
,p002039,3.9,64
,p010704,3.6,49
,p012249,4.2,40
,p002281,4.1, 2520
,p010059,3.3,269
,p013825,4.1,353
,p011021,4.0,50
,p001967,4.1,32
,p011873,4.3,154
,p013606,3.5,31
,p003658,4.0,62
,p006791,3.5,29
,p008840,4.2,155
,p010724,3.8,200
,p006548,4.2,39
,p004753,4.3,49
,p010426,4.1,239
,p013460,3.9,654
,p006499,3.9,633
,p003029,3.9,360
,p010106,4.2,116
,p003028,3.6,248
,p012912,3.7, 1370
,p012488,4.3, 1763
,p003403,3.9,106
,p008595,4.1,68
,p005932,3.9,108
,p003041,3.7,133
,p007376,4.2,34
,p001937,3.9,97
,p001047,4.1,78
,p003989,3.8,294
,p001115,3.9,476
,p000729,3.9,52
,p011193,3.5,27
,p012498,3.7,79
,p003618,3.7,145
,p007908,3.6,593
,p013197,4.2,138
,p012976,3.9,761
,p011218,4.0,235
,p008224,3.4,406
,p013422,4.0,79
,p006843,3.8,377
,p006091,4.0,950
,p011951,4.2,96
,p001536,3.6,33
,p005422,4.1,90
,p002180,4.5,371
,p012092,3.7,39
,p013419,4.4,127
,p000708,3.9,48
,p010313,3.5,570
,p001044,3.6,60
,p008074,3.7,90
,p002926,3.5,829
,p000099,3.9,349
,p003297,3.7,67
,p001691,3.7,57
,p007055,3.7,215
,p004957,4.1,60
,p009680,3.6,127
,p001702,3.9,79
,p001956,3.9,102
,p006016,3.2,57
,p004474,4.3,100
,p001522,3.8, 1861
,p004089,4.0,48
,p002610,3.7,85
,p004386,3.5,118
,p010058,4.2,56
,p010992,4.1,37
,p001437,4.2,804
,p002551,3.8,228
,p001981,4.0,977
,p012133,4.0,58
,p005645,3.8,197
,p012563,4.2,69
,p010030,3.9,424
,p000647,4.1,166
,p005951,4.4, 1517
,p004778,3.7,572
,p007403,4.1,788
,p008303,4.0,309
,p000101,3.8,452
,p000541,3.4,59
,p010589,3.9,300
,p004061,4.3,202
,p007465,3.0,33
,p008050,3.6,47
,p000879,3.8,39
,p009510,4.4,109
,p002473,3.9,361
,p008407,4.3, 1281
,p011510,3.9,61
,p001324,3.6, 1157
,p000828,3.5,37
,p000481,3.7,89
,p011783,3.9,154
,p004664,3.8,96
,p006105,3.8,49
,p008835,4.3,405
,p003374,3.3,32
,p010408,3.5,154
,p004902,3.9,129
,p007554,4.3, 1874
,p006787,3.4,229
,p002699,3.7,71
,p005015,3.3,478
,p012620,4.0,30
,p008854,4.0,83
,p011305,3.9,108
,p001705,3.8,67
,p007672,3.9,25
,p010435,4.1,65
,p008726,3.7,135
,p000399,4.2,88
,p002848,4.0,129
,p004657,3.5,54
,p011212,4.1,102
,p003996,3.4,439
,p000250,4.0,147
,p009476,4.1,447
,p012564,3.7,27
,p012232,4.2,30
,p006648,3.8, 3111
,p001781,4.0,58
,p012511,4.0,259
,p003246,3.6,93
,p004500,3.8,122
,p004857,4.1,50
,p010005,3.7,64
,p010006,3.9, 3246
,p005105,3.8,67
,p004554,3.2,58
,p013368,3.8,71
,p006076,3.7,353
,p008256,3.8,186
,p008728,3.7,152
,p000441,4.2,80
,p011578,4.0,90
,p004591,3.8,83
,p007940,4.1,306
,p005242,3.7,173
,p002352,3.7,39
,p006375,3.6,271
,p000324,3.9,187
,p007450,4.1,31
,p009201,3.4,45
,p010111,3.7,144
,p006041,3.6,36
,p010501,3.7, 1202
,p008757,4.4,89
,p008512,4.0,34
,p006739,4.1,60
,p006368,4.3,198
,p012655,3.9, 1190
,p002165,3.7,94
,p008876,3.7,262
,p005590,4.2,73
,p004780,3.9, 1265
,p009843,4.0,272
,p006617,3.8,71
,p008281,3.7,68
,p007679,4.4, 1862
,p000428,4.1, 6392
,p011610,3.7,331
,p013145,3.6,38
,p000645,3.7,167
,p006736,3.5,102
,p004299,3.9,91
,p001768,4.0,98
,p004646,4.0,29
,p001533,3.5,203
,p000406,3.6,140
,p011597,4.0,61
,p003880,3.8,230
,p000491,3.8,173
,p012021,3.8,48
,p004035,3.6,55
,p011119,4.1,178
,p008400,4.0,47
,p010859,4.3,50
,p000464,3.8,34
,p003013,3.6,505
,p011143,3.9,177
,p004861,4.3,58
,p010091,4.0,281
,p001286,3.8, 1454
,p010963,3.8,67
,p002792,3.8,158
,p009258,3.9,33
,p006475,4.0,478
,p007634,3.7,27
,p003170,3.7,196
,p008652,4.0,325
,p009732,4.2,593
,p011651,4.3,89
,p004330,3.7,218
,p012297,3.8,48
,p011272,4.1,92
,p007025,3.5,709
,p005834,4.5,125
,p004860,3.9,58
,p011421,3.5,615
,p002880,3.7,44
,p005863,3.8,65
,p010943,4.4,257
,p007324,3.7,243
,p008402,3.7,326
,p000451,3.9,157
,p007086,4.0,181
,p009168,3.8,29
,p009170,3.9,172
,p005777,3.7,831
,p007379,3.8,368
,p000123,3.3,173
,p006121,3.8,30
,p008535,3.6,247
,p001871,4.3,397
,p002263,4.2,210
,p001452,3.9,71
,p002758,3.7,798
,p004633,3.3,29
,p010891,4.6,181
,p010145,4.0,48
,p004463,3.8, 3731
,p008118,3.6,126
,p000130,3.4,99
,p007383,4.2,48
,p010563,3.5,850
,p012413,3.4,89
,p004723,4.1,34
,p002550,3.6,302
,p004682,3.5,408
,p009651,4.0,74
,p002146,4.0,84
,p001478,4.0,262
,p003746,3.6,220
,p001742,3.5,348
,p010433,4.6,62
,p007578,3.8,44
,p004235,3.5,368
,p013252,3.7,218
,p011585,3.3,788
,p003410,3.9,805
,p013336,3.6,67
,p008319,4.2,59
,p002904,4.2,45
,p002990,3.9,192
,p011108,3.9,150
,p001949,4.0,25
,p001730,4.0,137
,p013676,4.2,27
,p008267,3.7,26
,p006607,4.1,48
,p000142,3.2,39
,p010968,4.3,42
,p005772,3.9, 1699
,p005548,3.4,310
,p003056,3.7,28
,p004321,4.3,26
,p011688,3.8, 1791
,p008205,4.2,106
,p001744,3.9,127
,p001326,3.8, 1448
,p001468,3.6, 2461
,p001677,3.0,255
,p010840,3.7,961
,p010358,3.3,42
,p010490,3.5,336
,p012683,4.0,275
,p000120,4.2,201
,p009904,3.6,446
,p013229,3.8,49
,p013172,3.9,106
,p003968,3.9,396
,p003485,3.9,242
,p002063,3.5,73
,p002542,4.2,70
,p005311,3.7,108
,p005147,4.3,187
,p000421,4.0,62
,p012081,4.3,29
,p011512,3.7,51
,p005788,4.0,461
,p011397,3.7,39
,p004639,3.7,226
,p007570,4.5,564
,p004536,3.7,384
,p005474,3.3,26
,p007395,3.8,47
,p002126,4.3,515
,p007303,3.9,91
,p010817,3.0,79
,p004446,3.9,376
,p004755,4.9,34
,p006819,3.5,61
,p007242,4.2,163
,p000319,4.5,105
,p005931,4.6, 5458
,p002960,3.2,46
,p007345,4.1,296
,p009526,4.3,35
,p012127,3.9,95
,p007505,4.1,198
,p000666,3.9,42
,p011223,3.8,31
,p011276,3.7,490
,p008802,4.0,78
,p000808,3.6,35
,p003478,3.3,45
,p010819,4.1,109
,p011770,3.9,105
,p009645,4.1,36
,p013032,3.2, 3783
,p012830,3.8,570
,p012958,4.1, 1251
,p013006,3.6,107
,p006207,4.3,155
,p012191,3.9,145
,p007440,3.8,513
,p002206,3.2,87
,p002415,4.4,42
,p012697,4.7,38
,p006732,3.9,349
,p000431,3.7,105
,p008363,3.5,49
,p001841,3.9,27
,p000740,4.3,276
,p010439,4.5,60
,p012642,4.0,489
,p007231,3.8,37
,p003141,3.8,33
,p007234,3.5,128
,p005709,3.9,589
,p004708,3.8,44
,p004208,3.4,30
,p002950,3.6,506
,p000649,4.4, 1014
,p001281,3.9,78
,p011476,3.8,46
,p010175,3.7, 1121
,p011278,4.2,285
,p001447,3.8,54
,p007610,3.1,72
,p001655,3.7,440
,p013723,3.6,521
,p002366,4.3,71
,p001025,4.2,356
,p005684,3.7,130
,p005237,3.7,39
,p006028,4.0,385
,p007958,3.9,30
,p003538,3.9,242
,p006704,3.7,115
,p008751,4.2,101
,p001113,4.0,44
,p003773,3.5,78
,p003047,4.3,92
,p007463,3.7,55
,p012194,4.1,198
,p003002,3.8,49
,p005461,4.3,405
,p010871,3.5,72
,p005119,4.0,55
,p001463,4.4,201
,p004422,3.8,136
,p003143,3.8,345
,p001104,4.2,249
,p013634,3.7,89
,p011893,4.1,82
,p009424,3.6,761
,p004878,3.9,667
,p005942,3.4,33
,p006285,3.7,25
,p010136,4.3,189
,p001566,3.4,32
,p005899,3.9,139
,p005632,3.6,533
,p008120,3.4,30
,p005613,4.1,136
,p001079,4.2,124
,p006599,4.1,545
,p012091,4.0,345
,p000052,3.9,92
,p012570,3.9,114
,p006074,3.9,72
,p004731,4.2,420
,p001487,3.5,79
,p009404,3.7,305
,p009984,4.6,775
,p007745,4.1,388
,p008733,4.2,83
,p013502,4.0,705
,p007607,3.8,165
,p002522,4.0,58
,p006784,3.5,129
,p007852,3.9, 2745
,p007968,4.1,68
,p013695,3.4,31
,p006775,4.0,35
,p009542,3.5,397
,p002256,3.7,294
,p011994,3.8,430
,p012835,4.0,645
,p002396,4.0,86
,p010487,4.4,67
,p003089,4.3,30
,p003941,3.8,109
,p007715,4.0,43
,p001305,3.8,420
,p003628,4.1,55
,p009104,4.3,975
,p005109,4.0,49
,p005848,4.0,95
,p012669,3.6,58
,p006746,3.9,28
,p005077,4.3,26
,p007359,4.0, 1125
,p011848,3.6,343
,p006022,4.0,174
,p002598,3.5,84
,p003727,3.4,33
,p001792,4.2,125
,p009319,3.7,64
,p012801,4.2,422
,p009862,4.2, 2381
,p003920,3.4,836
,p009032,4.0,388
,p009727,3.6,205
,p012296,3.9,115
,p002157,3.8,405
,p002554,4.0,692
,p004121,4.1,84
,p010176,3.7,188
,p011875,3.9,579
,p008723,3.7,878
,p010800,3.7,28
,p006365,4.1,30
,p000992,4.4,73
,p001128,3.8,242
,p010506,4.1,307
,p010032,4.1, 1160
,p001775,4.0,45
,p002914,4.0,30
,p013231,3.9,51
,p013541,3.6,767
,p010324,4.0,54
,p006437,3.6,340
,p010850,4.0,103
,p005120,4.4,58
,p008687,3.7,45
,p002465,3.8, 1269
,p003392,3.9,629
,p012538,3.9,35
,p005549,3.5,27
,p013765,3.8,26
,p011859,3.6,63
,p005930,4.5,90
,p001304,3.5,40
,p000220,3.5,100
,p012665,3.9,179
,p002618,4.1,61
,p006517,3.8,41
,p013610,3.7, 1254
,p002476,3.7,135
,p001269,3.6,579
,p008424,3.9,93
,p009537,3.7,166
,p008276,3.8,199
,p012076,3.5,495
,p003739,3.6,50
,p001599,3.8,367
,p010393,3.4,76
,p012599,4.2,646
,p012298,3.9,100
,p008219,3.9,58
,p002306,3.8,90
,p013057,4.0,112
,p003772,4.1,27
,p007318,4.0,311
,p006525,3.8,109
,p011375,4.0,249
,p007412,3.6,87
